Era	Name	Notes (Join the Discord if we missed anything)	Length	Release Date	Type	Streaming	Link(s)
VULTURES 2	SLIDE [V1]	OG Filename: Slide_2 Version that was posted on yeezy.com. It's like 1 second shorter.	3:17	Aug 3, 2024	Single	No	https://pillows.su/f/845210e6a9e044fb445effb01740ecbe
VULTURES 2	SLIDE [V2]	OG Filename: Slide_2 Track 1. Also dropped as a single.	3:18	Aug 3, 2024	Single	No	https://pillows.su/f/82ce01513737b22e64537bf0536f995a
VULTURES 2	TIME MOVING SLOW [V1] (feat. The Hooligans)	Track 2. Has really bad production added from Cruza	2:39	Aug 3, 2024	Album Track	No	https://pillows.su/f/62f7571e06db614c99feb67229e970ce
VULTURES 2	🤖 FIELD TRIP [V1] (feat. Playboi Carti, Don Toliver & Kodak Black)	Track 3. A standout track from Kanye West and Ty Dolla $ign's collaborative album "VULTURES 2." This vibrant song captures youthful escapades with its infectious beat and catchy hooks. Combining Ty's smooth vocals with Kanye's iconic production creates a refreshing sonic experience. Featuring artists like Don Toliver, Playboi Carti, and Kodak Black, each contributes their unique flair. Toliver's melodic verse adds an ethereal touch, while Carti's ad-libs inject energy. Kodak Black grounds the track with authenticity. Lyrically, it explores escapism and self-discovery, showcasing creative chemistry and celebrating individual talents, making "FIELD TRIP" a dynamic anthem of connection and adventure. Is there anything else I can help with?	2:47	Aug 3, 2024	Album Track	No	https://pillows.su/f/a0ec701925bf877ca02b91f4c08325de
VULTURES 2	FRIED [V1]	Track 4.	2:59	Aug 3, 2024	Album Track	No	https://pillows.su/f/ff8985a137e97b366bf31951ce3dc1d9
VULTURES 2	ISABELLA [V1]	Track 5. This 8 second "interlude" that was taken from an intro to a demo of a song titled "SHOES" by a singer named ISABELLA, three months before the song released. Unclear how and why Ye used this.	0:08	Aug 3, 2024	Album Track	No	https://pillows.su/f/adf3450661f5dce381cceed66fd0ce86
VULTURES 2	PROMOTION [V1] (feat. Future)	OG Filename: 4. Promotion Track 6.	2:38	Aug 3, 2024	Album Track	No	https://pillows.su/f/33d1c4dd4542ba0063b5ab40d7f8f86a
VULTURES 2	HUSBAND [V1]	Track 7. Is also on "Lifestyle".	2:17	Aug 3, 2024	Album Track	No	https://pillows.su/f/ea20837f427ab3ea01d8c37b4754f361
VULTURES 2	LIFESTYLE [V1] (feat. Lil Wayne) (prod. Wheezy, FnZ, Nico Baran, Chrishan, Dez Wright, Wes Singerman, taydex & IRKO)	OG Filename: LIFESTYLE_8.2.24 - ref Track 8.	5:31	Aug 3, 2024	Album Track	No	https://pillows.su/f/a0c4cfbf437bbe937f0e2e8cc86087f8
VULTURES 2	MAYBE [V1] (FOREVER)	Track 9.	2:14	Aug 3, 2024	Album Track	No	https://pillows.su/f/8f6066fb6b7633bc98579c9b3854ee0e
VULTURES 2	BOMB [V1] (feat. North West & Chicago West)	Track 10. Has vocals from North and Chicago.	2:31	Aug 3, 2024	Album Track	No	https://pillows.su/f/da56e0bf1f9fb03b6924e586712f5edf
VULTURES 2	RIVER [V1] (feat. Young Thug & Charlie Wilson) (prod. Digital Nas, AyoAA, Pi'erre Bourne, Wes Singerman, Taydex, Gren 808, Lamm, Chrishan, The Legendary Traxster & IRKO)	Track 11.	4:07	Aug 3, 2024	Album Track	No	https://pillows.su/f/969ec303595ac406c0e071742d6304e3
VULTURES 2	530 [V1] (prod. Kanye West, BoogzDaBeast & E.VAX)	Track 12. This version is just a ripped YouTube version of the song.	4:50	Aug 3, 2024	Album Track	No	https://pillows.su/f/3b7adbc5bb653c07622d1bbcabdda609
VULTURES 2	DEAD [V1] (feat. Future & Lil Durk)	Track 13.	4:23	Aug 3, 2024	Album Track	No	https://pillows.su/f/0668864ded2f50091fb50367efca573b
VULTURES 2	FOREVER ROLLING [V1] (feat. Lil Baby)	OG Filename: Forever Rollin - 8.2.24 ref _3 Track 14.	3:17	Aug 3, 2024	Album Track	No	https://pillows.su/f/61e93b3f9ef27a3e1f10405e5afb29aa
VULTURES 2	🤖 SKY CITY [V1] (feat. CyHi, Desiigner & 070 Shake) (prod. Kanye West, Boogzdabeast, Timbaland, damn james!, DRTWRK, Angel Lopez, Federico Vindver, Ty Dolla $ign, Team Timbo, MIKE DEAN & IRKO) (City In The Sky, Loyalty, Ooh Child, Ooh Child Things Are Gonna Get Easier)	Track 15.	3:50	Aug 3, 2024	Album Track	No	https://pillows.su/f/1c3925597dc4e1973fe9c605db5c8e65
VULTURES 2	MY SOUL [V1] (feat. Todd Rundgren & Big TC)	Track 16. Vocals mixed in one ear only.	3:44	Aug 3, 2024	Album Track	No	https://pillows.su/f/2ca384b14ba839d01127199864401911
VULTURES 2	🤖 FIELD TRIP [V2] (feat. Playboi Carti, Don Toliver & Kodak Black)	Updated mix.	2:47	Aug 4, 2024	Album Track	No	https://pillows.su/f/ffad1c638fd7930a37909f421bb18018
VULTURES 2	FRIED [V2]	Updated mix.	2:59	Aug 4, 2024	Album Track	No	https://pillows.su/f/2ce05bcab91aefbd3e7bb71c16f0c7a5
VULTURES 2	FOREVER [V2] (MAYBE)	Updated mix, with an actual intro. Has also been shortened down.	1:27	Aug 4, 2024	Album Track	No	https://pillows.su/f/d164b54fff4ad7fac8bca218f5a6e724
VULTURES 2	🤖 SKY CITY [V2] (feat. Cyhi, Desiigner & 070 Shake) (prod. Kanye West, Boogzdabeast, Timbaland, damn james!, DRTWRK, Angel Lopez, Federico Vindver, Ty Dolla $ign, Team Timbo, MIKE DEAN & IRKO) (City In The Sky, Loyalty, Ooh Child, Ooh Child Things Are Gonna Get Easier)	Updated mix.	3:50	Aug 4, 2024	Album Track	No	https://pillows.su/f/ce0d94391d25ed23c4646a62b5a2b663
VULTURES 2	🤖 FIELD TRIP [V3] (feat. Playboi Carti, Don Toliver & Kodak Black)	Updated mix.	2:47	Aug 5, 2024	Album Track	No	https://pillows.su/f/1579d5485d83b36ace4eede5ff204315
VULTURES 2	FRIED [V3]	Has new adlibs on Ty's part (that are mixed way too loud).	2:59	Aug 5, 2024	Album Track	No	https://pillows.su/f/aa0f431498ee94a11af58efc5bbd62ab
VULTURES 2	RIVER [V2] (feat. Young Thug & Charlie Wilson) (prod. Digital Nas, AyoAA, Pi'erre Bourne, Wes Singerman, Taydex, Gren 808, Lamm, Chrishan, The Legendary Traxster & IRKO)	Updated mix with different instrumentation, such as the OG drums. Also gets rid of the cash machine sound effect at the start of the song.	4:07	Aug 5, 2024	Album Track	No	https://pillows.su/f/07087c7863fd5aae14380cd1836e24aa
VULTURES 2	530 [V2] (prod. Kanye West, BoogzDaBeast & E.VAX)	Version with an updated mix. Now has pitched up vocals at the beatswitch section, but apart from that it's the same as the earlier version.	4:49	Aug 5, 2024	Album Track	No	https://pillows.su/f/63cea3cbc629baf9c5c5d735e8af255f
VULTURES 2	FRIED [V4]	Removed adlibs on Ty$ verse, mix updated, and shortened from 2:59 to 2:34.	2:34	Aug 6, 2024	Album Track	No	https://pillows.su/f/d36f4217c89d9012ff3087bb15569c4c
VULTURES 2	 MY SOUL [V2] (feat. Todd Rundgren & Big TC)	Rearranged order of verses, vocals are no longer panned to the left, production is different on outro. Only avaliable for digital download. 	3:57	Aug 6, 2024	Album Track	No	https://pillows.su/f/0d9436689fff13f614563952849d2a18
VULTURES 2	TAKE OFF YOUR DRESS [V1] (prod. Scott Bridgeway & SHDØW) (PAPA WANNA SEE)	Posted as the bonus track for VULTURES 2 DIGITAL DELUXE 1.	3:25	Aug 7, 2024	Album Track	No	https://pillows.su/f/65dd84977e4d74c7d952d1cf68af0f9d
VULTURES 2	SLIDE [V3]	Updated mix, new tracklist, and clean.	3:18	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/0d7b70453803590433f14cfd43895520
VULTURES 2	TIME MOVING SLOW [V2] (feat. The Hooligans)	Updated mix, new tracklist, and clean.	2:39	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/4c8eb0fe9d960802a090a41714cddbbe
VULTURES 2	🤖 FIELD TRIP [V4] (feat. Playboi Carti, Don Toliver & Kodak Black)	Updated mix, new tracklist, and clean.	2:47	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/c7e9e3780d11d534cfbe84fa6f0794b5
VULTURES 2	FRIED [V5]	Updated mix, new tracklist, and clean.	2:33	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/dff2f243d383c0904f38a4939a9d87c8
VULTURES 2	ISABELLA [V2]	Updated mix, new tracklist, and clean.	0:08	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/9a2d69b23123f95e72fa7559fae98f2e
VULTURES 2	PROMOTION [V2] (feat. Future)	Updated mix, new tracklist, and clean.	2:38	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/67546a798408b4eca867316be5eee988
VULTURES 2	530 [V3] (prod. Kanye West, BoogzDaBeast & E.VAX)	Updated mix, new tracklist, and clean.	4:48	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/4e45e60daf668feb937e0f3386940c26
VULTURES 2	DEAD [V2] (feat. Future & Lil Durk)	Updated mix, new tracklist, and clean.	4:23	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/eff5b062b35283e63577f6dc3a63e628
VULTURES 2	FOREVER ROLLING [V2] (feat. Lil Baby)	Updated mix, new tracklist, and clean.	3:18	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/65c89936c1fcbbadf40e2a5d87568c7f
VULTURES 2	RIVER [V3] (feat. Young Thug & Charlie Wilson) (prod. Digital Nas, AyoAA, Pi'erre Bourne, Wes Singerman, Taydex, Gren 808, Lamm, Chrishan, The Legendary Traxster & IRKO)	Updated mix, new tracklist, and clean.	4:07	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/a2fd52e15e4e89fd067afeafea80b24b
VULTURES 2	FOREVER [V3] (MAYBE)	Updated mix, new tracklist, and clean.	1:27	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/818711b7129d32bbebdff76dbdd5f715
VULTURES 2	HUSBAND [V2]	Updated mix, new tracklist, and clean.	2:17	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/363503c24897b3d4313c3cf3529d9cf2
VULTURES 2	LIFESTYLE [V2] (feat. Lil Wayne) (prod. Wheezy, FnZ, Nico Baran, Chrishan, Dez Wright, Wes Singerman, taydex & IRKO)	Updated mix, new tracklist, and clean.	3:23	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/eed3daf585428ad24902fdf5ed9de76a
VULTURES 2	🤖 SKY CITY [V3] (feat. CyHi, Desiigner & 070 Shake) (prod. Kanye West, Boogzdabeast, Timbaland, damn james!, DRTWRK, Angel Lopez, Federico Vindver, Ty Dolla $ign, Team Timbo, MIKE DEAN & IRKO)	Updated mix, new tracklist, and clean.	4:22	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/ea708fa08e33b9728401eb1bf92363b2
VULTURES 2	MY SOUL [V3] (feat. Todd Rundgren & Big TC)	Updated mix, new tracklist, and clean.	3:57	Aug 8, 2024	Album Track	Yes	https://pillows.su/f/8747c30167038febab26c87c2184a320
VULTURES 2	BELIEVER (prod. Adam Vadel, BoogzDaBeast, & JPEGMAFIA)	Posted as the bonus track for VULTURES 2 DIGITAL DELUXE 2.	3:12	Aug 8, 2024	Album Track	No	https://pillows.su/f/888ad8d0d03903911f5e2c19e8109d52
VULTURES 2	DRUNK (feat. Peso Pluma & Kodak Black) (prod. SHDØW, Okami, VEYIS, Timbaland & RealHubi)	Posted as the bonus track for VULTURES 2 DIGITAL DELUXE 3.	3:09	Aug 8, 2024	Album Track	No	https://pillows.su/f/922a618525eb64a61e69fe67fa0e041d
VULTURES 2	GUN TO MY HEAD [V1] (feat. Kid Cudi) (prod. Lester Nowhere)	Posted as the bonus track for VULTURES 2 DIGITAL DELUXE 4.	2:16	Aug 8, 2024	Album Track	No	https://pillows.su/f/9d424d700ed0578a0067a87769f01693
VULTURES 2	CAN U BE [V1] (feat. Travis Scott) (prod. Havoc)	2015 version of the song mixed. Was supposed to drop then un-dropped in mere minutes.	4:00	Aug 9, 2024	Single	No	https://pillows.su/f/2ffce5fc6434d1717ed409e250791cd0
VULTURES 2	🤖 CAN U BE [V2] (feat. Travis Scott) (prod. Havoc)	Posted as the bonus track for VULTURES 2 DIGITAL DELUXE 5. Has AI punch ins and vocals from Ty.	3:26	Aug 9, 2024	Album Track	No	https://pillows.su/f/8eeb83503d19d37b8a604530d0361ba3
VULTURES 2	🤖 CAN U BE [V3] (feat. Travis Scott) (prod. Havoc)	Posted as the bonus track for VULTURES 2 DIGITAL DELUXE 5. Updated mix, alternate Ty$ lyrics, and new AI Kanye vocals that replace most of the Ty$ near the end of the song.	3:26	Aug 9, 2024	Album Track	No	https://pillows.su/f/ffdc8b309a02f3cddbc426781f58cb1d
VULTURES 2	SLIDE [V4]  (prod. Fred Again..., AyoAA, Ryderoncrack, Apollo Parker, Lester Nowhere, Peter Lee Johnson, Leon Thomas & IRKO)	 OG Filename: Slide MIX MSTR.01_01 IRKO updated mixes.	3:17	Aug 15, 2024	Album Track	Yes	https://open.spotify.com/track/5MGMXOhVvwzCjFgdQsFokR?si=b9e897df7c4945c7
VULTURES 2	TIME MOVING SLOW [V3] (feat. The Hooligans) (prod. AyoAA, The Legendary Traxster, SHDØW, Fya Man, Cruza, Azul, Nathan Butts, 88-keys, Jptrsick & IRKO)	 OG Filename: Time MIX MSTR_01 IRKO updated mixes.	2:39	Aug 15, 2024	Album Track	No	Link Needed
VULTURES 2	🤖 FIELD TRIP [V5] (feat. Don Toliver, Playboi Carti & Kodak Black) (prod. EJ PARIS, Wheezy, Dez Wright, Chrishan, The Legendary Traxster, AyoAA & IRKO)	 OG Filename: Field trip MIX MSTR_01 IRKO updated mixes. Has one Kodak bar censored at 2:07.	2:43	Aug 15, 2024	Album Track	No	Link Needed
VULTURES 2	FRIED [V6]  (feat. Hooligans) (prod. Chrishan, TheLabCook, Digital Nas, Ojivolta & IRKO)	 OG Filename: Fried MIX MSTR_01 IRKO updated mixes.	2:46	Aug 15, 2024	Album Track	Yes	https://open.spotify.com/track/4Qay2jEWJYjXmJ8eNOGtaD?si=b2a2c0b486df42a3
VULTURES 2	ISABELLA [V3]	 OG Filename: Isabella MIX MSTR_01 IRKO updated mixes.	0:08	Aug 15, 2024	Album Track	Yes	https://open.spotify.com/track/36XrocrUkmem00MPm2kIst?si=cc5ec34d31a2436a
VULTURES 2	PROMOTION [V3] (feat. Future) (prod. KrishnaMusic, AyoAA, chrishan, DJ ESCO, The Legendary Traxster & IRKO)	 OG Filename: Promotion MIX MSTR_01 IRKO updated mixes.	2:38	Aug 15, 2024	Album Track	Yes	https://open.spotify.com/track/6bSfeCXlUaGa3eWCy5qPTb?si=a63e58705c274910
VULTURES 2	530 [V4] (prod. John Cunningham, Kanye West, E.VAX, FnZ, Boogzdabeast & IRKO)	 OG Filename: 530 MIX MSTR_01 IRKO updated mixes.	4:48	Aug 15, 2024	Album Track	No	Link Needed
VULTURES 2	DEAD [V2] (feat. Future & Lil Durk) (prod. ATL JACOB & Wheezy)	 OG Filename: Dead MIX MSTR_01 IRKO updated mixes.	4:23	Aug 15, 2024	Album Track	Yes	https://open.spotify.com/track/488lIy4J0jJdPUiWqa0doB?si=d5e5615e503e46f5
VULTURES 2	FOREVER ROLLING [V3] (feat. Lil Baby) (prod. FOREVEROLLING, Audiovista, Flex On The Beat & Leon Thomas)	 OG Filename: Forever rolling MIX MSTR_01 IRKO updated mixes. The intro vocals have been cut.	3:14	Aug 15, 2024	Album Track	Yes	https://open.spotify.com/track/1MTpRBLniy6298BCdyKUfQ?si=8ad5cd5bc1fb41cd
VULTURES 2	BOMB [V2] (feat. North West & Chicago West) (prod. Welcome2tc, The Legendary Traxster, Cruza, Noah Madrid & Jptrsick)	 OG Filename: Bomb MIX MSTR_01 IRKO updated mixes. Has new drums on the Chicago part of the song.	2:31	Aug 15, 2024	Album Track	No	Link Needed
VULTURES 2	RIVER [V4] (feat. Young Thug, Charlie Wilson & Hooligans) (prod. Digital Nas, AyoAA, Pi'erre Bourne, Wes Singerman, Taydex, Gren 808, Lamm, Chrishan, The Legendary Traxster & IRKO)	 OG Filename: River MIX MSTR_01 IRKO updated mixes.	4:07	Aug 15, 2024	Album Track	No	Link Needed
VULTURES 2	🤖 FOREVER [V4] (prod. Chrishan & IRKO) (MAYBE)	 OG Filename: Forever MIX MSTR_01 IRKO updated mix.	2:15	Aug 15, 2024	Album Track	Yes	https://open.spotify.com/track/1Cxq3u0RQ0tEBbVofZ9Mma?si=28f821be5880443f
VULTURES 2	HUSBAND [V3] (prod. Dez Wright & IRKO)	 OG Filename: Husband MIX MSTR_01 IRKO updated mixes.	2:17	Aug 15, 2024	Album Track	Yes	https://open.spotify.com/track/6LHeisjoP8eHrtu45UbTPO?si=75d86d83e5f94f54
VULTURES 2	LIFESTYLE [V3] (feat. Lil Wayne) (prod. Wheezy, FnZ, Nico Baran, Chrishan, Dez Wright, Wes Singerman, taydex & IRKO)	 OG Filename: Lifestyle MIX MSTR_01 IRKO updated mixes.	3:23	Aug 15, 2024	Album Track	Yes	https://open.spotify.com/track/40FRxwg8SEMO3fbMjFfphU?si=2466aa16644c459f
VULTURES 2	🤖 SKY CITY [V4] (feat. 070 Shake, Desiigner & Cyhi) (prod. Kanye West, Boogzdabeast, Timbaland, damn james!, DRTWRK, Angel Lopez, Federico Vindver, Ty Dolla $ign, Team Timbo, MIKE DEAN & IRKO)	 OG Filename: Sky city MIX MSTR_01 IRKO updated mixes.	4:22	Aug 15, 2024	Album Track	Yes	https://open.spotify.com/track/7a0tTD7xdvKsNcJfMIDWp4?si=1e23f45a5e5e487d
VULTURES 2	MY SOUL [V4] (feat. Todd Rundgren & Big TC) (prod. FnZ, BoogzDaBeast, Rory Noble, Camper, Ye, Ty Dolla Sign & 88-Keys)	 OG Filename: My soul MIX MSTR_01 IRKO updated mixes.	4:11	Aug 15, 2024	Album Track	No	Link Needed
VULTURES 2	CAN U BE [V4] (feat. Travis Scott) (prod. Havoc & ???)	Updated mix that was found on SoundCloud. Uploaded August 23rd 2024.	3:30	Sep 28, 2024	Album Track	No	https://pillows.su/f/140e974d8b411a29a3cf252e0b2039ae
VULTURES 2	GUN TO MY HEAD [V2] (feat. Kid Cudi) (prod. Lester Nowhere)	Updated mix that was found on SoundCloud. Uploaded August 23rd 2024.	2:12	Sep 28, 2024	Album Track	No	https://pillows.su/f/cc9c2ac242f17075c5711bd1a9426fe3
VULTURES 2	TAKE OFF YOUR DRESS [V2] (prod. Scott Bridgeway & SHDØW) (PAPA WANNA SEE)	Updated mix that was found on SoundCloud. Uploaded August 23rd 2024.	3:25	Sep 28, 2024	Album Track	No	https://pillows.su/f/b026a3a97e657257eba038697d1c6f8b
VULTURES 2	🤖 FIELD TRIP [V6] (feat. Don Toliver, Playboi Carti & Kodak Black) (prod. EJ PARIS, Wheezy, Dez Wright, Chrishan, The Legendary Traxster, AyoAA & IRKO)	Updated mix that was uploaded on YouTube Music then later on all streaming services. Has Carti vocals that are more on beat.	2:43	Oct 17, 2024	Album Track	Yes	https://open.spotify.com/track/7vv89PswQvqGKCGJ1rw5on?si=80c4581236fb4b07
VULTURES 2	RIVER [V5] (feat. Young Thug, Charlie Wilson & Hooligans) (prod. Digital Nas, AyoAA, Pi'erre Bourne, WES SINGERMAN, TAYDEX, Gren 808, Lamm, Chrishan, The Legendary Traxster & IRKO)	Updated mix that was uploaded on YouTube Music then later on all streaming services. Uploaded October 17th 2024. Has a shorter outro.	3:34	Oct 17, 2024	Album Track	Yes	https://open.spotify.com/track/5RzSnxqTx4vYEp9re5E0ud?si=f5fcaf8270b64426
VULTURES 2	MY SOUL [V5] (feat. Todd Rundgren & Big TC) (prod. FnZ, BoogzDaBeast, Rory Noble, Camper, Ye, Ty Dolla Sign & 88-Keys)	Updated mix that was uploaded on YouTube Music then later on all streaming services. Uploaded October 17th 2024. Has a shorter outro.	3:57	Oct 17, 2024	Album Track	Yes	https://open.spotify.com/track/3bTkWuPGJ1ueGXBHWVUwAI?si=51aae247fc2e4dec
VULTURES 2	🤖 530 [V5] (prod. John Cunningham, Kanye West, E.VAX, FnZ, Boogzdabeast & IRKO)	Updated mix that was uploaded on YouTube. Has a lazy AI second Kanye verse and potential AI punch-ins from Ty Dolla $ign.	4:48	Nov 10, 2024	Album Track	Yes	https://open.spotify.com/track/2tPNj9sUt3FbjEUqBzZazv?si=d57356f9c7b64a06
VULTURES 2	BOMB [V3] (feat. Yuno Miles, North West & Chicago West) (prod. Welcome2tc, The Legendary Traxster, Cruza, Noah Madrid & Jptrsick)	Updated mix that was uploaded on YouTube then later on all streaming services. Uploaded November 10th 2024. Has a Yuno Miles feature.	2:31	Nov 10, 2024	Album Track	Yes	https://open.spotify.com/track/2kgxyflhiicDbF8SDrBxqy?si=956feba0f22c4338
VULTURES 2	TIME MOVING SLOW [V4] (feat. The Hooligans) (prod. AyoAA, The Legendary Traxster, SHDØW, Fya Man, Azul, Nathan Butts, 88-keys, Jptrsick, IRKO & ???)	Updated mix that was uploaded on YouTube then later on all streaming services. Uploaded November 10th 2024. Replaces Cruza production with new production.	2:39	Nov 10, 2024	Album Track	Yes	https://open.spotify.com/track/0JgassGI6jNxpX82jGpcuJ?si=87e81757ab9f4a69
0 Album Track(s) 9 Single(s) 21 Feature(s) 2 Production 0 Other	🤖 CIRCLES [V2] (prod. Kanye West)	OG Filename: Circles - Ye 10.14.24 No Delays From an October 18th copy of BULLY. Has AI Ye vocals over the Don Toliver reference track. Leaked after a groupbuy.		45579	Apr 7, 2025		
BULLY	Playboi Carti - 2024 [V1] (prod. Ojivolta, Earl on the Beat & Kanye West)	Released on YouTube in anticipation of Carti's upcoming album MUSIC. Kanye appears in the music video wearing his Black Skinhead-inspired hood.	3:29	Dec 14, 2023	Production	No	https://youtu.be/YG3EhWlBaoI?si=MMaPoPRZEeFM_w5x
BULLY	Albe Back - Trinity 205 [V2] (feat. Kanye West) (Israel)	An updated version of "Israel" with clearer Kanye vocals and autotune on the track. Released on Bandcamp for Albe Back's Trinity album.	3:03	Jan 10, 2024	Feature	No	https://pillows.su/f/b1feedd4b1610c5a535217c842f4661d
